game_id,play_id,passer_player_name,epa,cpoe,desc
1168,168,Joe Burrow,0.946,-5.67,demo play
1169,169,Trevor Lawrence,2.026,-9.57,demo play
1170,170,Trevor Lawrence,2.144,-6.04,demo play
1171,171,Kenny Pickett,0.087,5.37,demo play
1172,172,Trevor Lawrence,2.106,4.5,demo play
1173,173,Lamar Jackson,2.1,1.39,demo play
1174,174,Aaron Rodgers,-0.148,-7.35,demo play
1175,175,Josh Allen,-0.425,2.28,demo play
1176,176,Kirk Cousins,0.295,1.72,demo play
1177,177,Aaron Rodgers,-1.08,5.48,demo play
1178,178,Patrick Mahomes,1.27,-6.67,demo play
1179,179,Aaron Rodgers,-2.34,1.72,demo play
1180,180,Trevor Lawrence,2.051,-9.8,demo play
1181,181,Aaron Rodgers,-1.399,-1.94,demo play
1182,182,Tua Tagovailoa,3.112,-3.47,demo play
1183,183,Trevor Lawrence,1.732,0.48,demo play
1184,184,Jalen Hurts,-1.047,-7.81,demo play
1185,185,Joe Burrow,2.451,-9.46,demo play
1186,186,Tua Tagovailoa,-0.555,-2.32,demo play
1187,187,Tua Tagovailoa,1.741,-0.46,demo play
1188,188,Kenny Pickett,-2.171,4.35,demo play
1189,189,Joe Burrow,2.114,1.52,demo play
1190,190,Justin Herbert,0.455,1.27,demo play
1191,191,Aaron Rodgers,-0.021,12.1,demo play
1192,192,Aaron Rodgers,0.493,2.07,demo play
1193,193,Patrick Mahomes,-0.002,-1.64,demo play
1194,194,Jalen Hurts,0.073,1.86,demo play
1195,195,Kenny Pickett,0.292,0.31,demo play
1196,196,Justin Herbert,1.576,0.96,demo play
1197,197,Joe Burrow,1.098,5.65,demo play
1198,198,Josh Allen,-0.274,-1.37,demo play
1199,199,Trevor Lawrence,2.077,-3.01,demo play
1000,200,Tua Tagovailoa,3.861,-1.8,demo play
1001,201,Joe Burrow,1.56,-0.53,demo play
1002,202,Patrick Mahomes,1.417,-2.83,demo play
1003,203,Aaron Rodgers,-1.014,4.79,demo play
1004,204,Josh Allen,-1.393,-5.15,demo play
1005,205,Justin Herbert,3.156,5.14,demo play
1006,206,Kenny Pickett,-0.492,-1.5,demo play
1007,207,Tua Tagovailoa,2.226,-4.52,demo play
1008,208,Aaron Rodgers,0.261,-1.61,demo play
1009,209,Kenny Pickett,-1.267,8.18,demo play
1010,210,Kirk Cousins,3.407,7.83,demo play
1011,211,Kenny Pickett,1.034,-3.49,demo play
1012,212,Joe Burrow,-0.794,3.21,demo play
1013,213,Kenny Pickett,-0.274,9.01,demo play
1014,214,Lamar Jackson,1.707,-5.52,demo play
1015,215,Tua Tagovailoa,1.73,9.7,demo play
1016,216,Josh Allen,0.263,5.38,demo play
1017,217,Kirk Cousins,-0.614,-3.16,demo play
1018,218,Jalen Hurts,2.303,1.75,demo play
1019,219,Joe Burrow,-0.12,0.37,demo play
1020,220,Trevor Lawrence,0.671,8.69,demo play
1021,221,Trevor Lawrence,0.641,-2.07,demo play
1022,222,Justin Herbert,3.144,4.09,demo play
1023,223,Kirk Cousins,0.163,-1.26,demo play
1024,224,Kirk Cousins,0.152,-4.61,demo play
1025,225,Patrick Mahomes,0.708,1.95,demo play
1026,226,Justin Herbert,0.952,6.19,demo play
1027,227,Kirk Cousins,-0.04,-1.51,demo play
1028,228,Lamar Jackson,0.591,6.81,demo play
1029,229,Trevor Lawrence,1.697,3.39,demo play
1030,230,Justin Herbert,0.708,7.55,demo play
1031,231,Joe Burrow,1.706,7.64,demo play
1032,232,Trevor Lawrence,1.477,-13.53,demo play
1033,233,Lamar Jackson,-1.264,-8.02,demo play
1034,234,Justin Herbert,1.175,4.53,demo play
1035,235,Trevor Lawrence,3.477,0.55,demo play
1036,236,Trevor Lawrence,2.386,0.47,demo play
1037,237,Trevor Lawrence,1.798,-2.46,demo play
1038,238,Kirk Cousins,1.151,0.47,demo play
1039,239,Trevor Lawrence,0.731,1.03,demo play
1040,240,Joe Burrow,1.894,-0.82,demo play
1041,241,Kirk Cousins,1.333,1.21,demo play
1042,242,Kirk Cousins,2.511,3.16,demo play
1043,243,Patrick Mahomes,1.268,7.44,demo play
1044,244,Trevor Lawrence,2.78,1.93,demo play
1045,245,Lamar Jackson,1.648,-6.8,demo play
1046,246,Tua Tagovailoa,2.222,6.01,demo play
1047,247,Kirk Cousins,1.846,-2.28,demo play
1048,248,Tua Tagovailoa,3.022,-0.27,demo play
1049,249,Tua Tagovailoa,4.83,4.69,demo play
1050,250,Josh Allen,1.275,-1.1,demo play
1051,251,Justin Herbert,1.455,2.05,demo play
1052,252,Justin Herbert,1.718,1.75,demo play
1053,253,Patrick Mahomes,-1.54,4.16,demo play
1054,254,Kirk Cousins,0.777,3.51,demo play
1055,255,Trevor Lawrence,1.616,-5.26,demo play
1056,256,Kenny Pickett,0.098,3.9,demo play
1057,257,Kenny Pickett,-1.83,-4.83,demo play
1058,258,Justin Herbert,0.158,2.84,demo play
1059,259,Kenny Pickett,0.559,3.16,demo play
1060,260,Joe Burrow,1.651,1.31,demo play
1061,261,Trevor Lawrence,0.15,-5.24,demo play
1062,262,Trevor Lawrence,0.748,2.1,demo play
1063,263,Trevor Lawrence,1.109,-11.36,demo play
1064,264,Lamar Jackson,0.253,-1.33,demo play
1065,265,Tua Tagovailoa,3.237,1.32,demo play
1066,266,Jalen Hurts,-0.218,-0.69,demo play
1067,267,Justin Herbert,3.717,-2.25,demo play
1068,268,Tua Tagovailoa,1.79,-0.53,demo play
1069,269,Kenny Pickett,0.682,-5.9,demo play
1070,270,Joe Burrow,-0.713,1.34,demo play
1071,271,Trevor Lawrence,2.664,6.03,demo play
1072,272,Kenny Pickett,1.243,-12.12,demo play
1073,273,Kirk Cousins,0.376,3.68,demo play
1074,274,Kenny Pickett,0.563,1.81,demo play
1075,275,Aaron Rodgers,0.157,-3.87,demo play
1076,276,Aaron Rodgers,1.09,-5.82,demo play
1077,277,Kirk Cousins,1.779,2.0,demo play
1078,278,Josh Allen,1.7,-0.95,demo play
1079,279,Lamar Jackson,1.526,-0.21,demo play
1080,280,Lamar Jackson,1.111,0.4,demo play
1081,281,Lamar Jackson,0.197,6.41,demo play
1082,282,Kenny Pickett,-0.365,0.58,demo play
1083,283,Trevor Lawrence,-0.62,-3.49,demo play
1084,284,Kirk Cousins,2.012,-3.92,demo play
1085,285,Patrick Mahomes,1.621,-1.15,demo play
1086,286,Justin Herbert,1.241,-4.18,demo play
1087,287,Patrick Mahomes,-0.502,-0.71,demo play
1088,288,Josh Allen,-0.082,0.6,demo play
1089,289,Joe Burrow,-0.906,0.08,demo play
1090,290,Lamar Jackson,1.156,-4.98,demo play
1091,291,Kirk Cousins,1.89,-0.46,demo play
1092,292,Lamar Jackson,1.98,2.56,demo play
1093,293,Tua Tagovailoa,-0.465,-0.53,demo play
1094,294,Josh Allen,0.152,8.71,demo play
1095,295,Aaron Rodgers,-0.631,7.44,demo play
1096,296,Trevor Lawrence,2.42,-3.68,demo play
1097,297,Trevor Lawrence,2.826,-5.62,demo play
1098,298,Kenny Pickett,-0.679,0.18,demo play
1099,299,Lamar Jackson,0.426,0.44,demo play
1100,300,Lamar Jackson,-0.499,8.1,demo play
1101,301,Justin Herbert,2.38,-0.45,demo play
1102,302,Aaron Rodgers,0.714,8.6,demo play
1103,303,Patrick Mahomes,-0.564,5.15,demo play
1104,304,Aaron Rodgers,-0.837,4.84,demo play
1105,305,Kenny Pickett,1.393,-0.7,demo play
1106,306,Patrick Mahomes,2.183,9.24,demo play
1107,307,Jalen Hurts,1.669,-7.43,demo play
1108,308,Kirk Cousins,3.135,6.44,demo play
1109,309,Patrick Mahomes,-0.212,-5.06,demo play
1110,310,Kenny Pickett,0.465,-0.37,demo play
1111,311,Trevor Lawrence,1.026,6.52,demo play
1112,312,Kenny Pickett,0.938,2.16,demo play
1113,313,Kenny Pickett,0.744,-3.78,demo play
1114,314,Jalen Hurts,-1.753,-7.47,demo play
1115,315,Kirk Cousins,1.226,-0.97,demo play
1116,316,Josh Allen,0.674,7.56,demo play
1117,317,Trevor Lawrence,3.989,-0.13,demo play
1118,318,Aaron Rodgers,2.51,-1.15,demo play
1119,319,Josh Allen,-1.232,2.67,demo play
1120,320,Patrick Mahomes,2.051,2.54,demo play
1121,321,Trevor Lawrence,1.198,4.12,demo play
1122,322,Justin Herbert,-0.021,-1.26,demo play
1123,323,Joe Burrow,1.235,1.78,demo play
1124,324,Aaron Rodgers,-0.15,-2.54,demo play
1125,325,Tua Tagovailoa,2.83,4.35,demo play
1126,326,Trevor Lawrence,0.278,1.86,demo play
1127,327,Kirk Cousins,2.469,-4.38,demo play
1128,328,Joe Burrow,3.586,5.39,demo play
1129,329,Tua Tagovailoa,1.067,12.18,demo play
1130,330,Trevor Lawrence,1.019,1.14,demo play
1131,331,Aaron Rodgers,0.845,-1.89,demo play
1132,332,Aaron Rodgers,-0.912,-2.86,demo play
1133,333,Trevor Lawrence,4.238,1.29,demo play
1134,334,Aaron Rodgers,0.262,6.38,demo play
1135,335,Kenny Pickett,0.572,-13.27,demo play
1136,336,Tua Tagovailoa,1.931,-9.45,demo play
1137,337,Trevor Lawrence,2.14,-3.57,demo play
1138,338,Jalen Hurts,0.151,3.19,demo play
1139,339,Trevor Lawrence,1.159,-7.18,demo play
1140,340,Kenny Pickett,-0.274,-2.46,demo play
1141,341,Josh Allen,1.921,-4.11,demo play
1142,342,Trevor Lawrence,2.075,-1.26,demo play
1143,343,Jalen Hurts,-0.058,-2.16,demo play
1144,344,Trevor Lawrence,1.423,4.59,demo play
1145,345,Justin Herbert,2.508,4.6,demo play
1146,346,Jalen Hurts,-2.605,-2.13,demo play
1147,347,Joe Burrow,0.902,9.32,demo play
1148,348,Kirk Cousins,1.983,-0.85,demo play
1149,349,Jalen Hurts,0.451,-5.3,demo play
1150,350,Josh Allen,2.482,10.08,demo play
1151,351,Kenny Pickett,-0.541,-13.8,demo play
1152,352,Lamar Jackson,0.089,6.6,demo play
1153,353,Patrick Mahomes,-0.056,2.56,demo play
1154,354,Jalen Hurts,-0.836,-6.61,demo play
1155,355,Tua Tagovailoa,0.745,4.85,demo play
1156,356,Jalen Hurts,0.681,2.3,demo play
1157,357,Patrick Mahomes,-2.101,-8.17,demo play
1158,358,Jalen Hurts,0.731,-1.8,demo play
1159,359,Josh Allen,-0.384,-4.2,demo play
1160,360,Trevor Lawrence,1.646,-2.01,demo play
1161,361,Patrick Mahomes,0.965,-1.41,demo play
1162,362,Kirk Cousins,1.654,2.44,demo play
1163,363,Lamar Jackson,2.368,4.14,demo play
1164,364,Kenny Pickett,1.76,-2.41,demo play
1165,365,Lamar Jackson,-0.226,4.01,demo play
1166,366,Joe Burrow,2.316,-4.81,demo play
1167,367,Kirk Cousins,-1.122,-7.86,demo play
1168,368,Trevor Lawrence,3.13,0.98,demo play
1169,369,Kirk Cousins,0.172,1.25,demo play
1170,370,Jalen Hurts,1.481,4.45,demo play
1171,371,Lamar Jackson,2.908,-4.17,demo play
1172,372,Patrick Mahomes,-0.624,1.94,demo play
1173,373,Josh Allen,2.624,-2.94,demo play
1174,374,Josh Allen,-0.396,-6.11,demo play
1175,375,Tua Tagovailoa,2.38,-0.29,demo play
1176,376,Jalen Hurts,0.025,2.59,demo play
1177,377,Tua Tagovailoa,2.627,9.04,demo play
1178,378,Lamar Jackson,1.723,3.36,demo play
1179,379,Justin Herbert,1.179,2.49,demo play
1180,380,Tua Tagovailoa,4.372,0.18,demo play
1181,381,Joe Burrow,2.491,-0.49,demo play
1182,382,Joe Burrow,2.856,6.39,demo play
1183,383,Joe Burrow,3.111,0.82,demo play
1184,384,Justin Herbert,1.318,-0.47,demo play
1185,385,Trevor Lawrence,3.868,2.66,demo play
1186,386,Lamar Jackson,1.829,1.19,demo play
1187,387,Kirk Cousins,1.252,-5.91,demo play
1188,388,Josh Allen,-0.311,1.05,demo play
1189,389,Tua Tagovailoa,4.021,2.35,demo play
1190,390,Kenny Pickett,-1.316,-0.74,demo play
1191,391,Patrick Mahomes,1.271,2.13,demo play
1192,392,Aaron Rodgers,-0.013,1.07,demo play
1193,393,Kirk Cousins,1.441,0.91,demo play
1194,394,Tua Tagovailoa,2.372,2.08,demo play
1195,395,Tua Tagovailoa,0.986,-4.68,demo play
1196,396,Jalen Hurts,-1.186,4.59,demo play
1197,397,Trevor Lawrence,0.432,1.96,demo play
1198,398,Josh Allen,0.658,-2.37,demo play
1199,399,Kenny Pickett,-1.198,-6.95,demo play
1000,400,Justin Herbert,-0.773,4.45,demo play
1001,401,Aaron Rodgers,-0.199,4.66,demo play
1002,402,Aaron Rodgers,0.367,-4.29,demo play
1003,403,Jalen Hurts,-0.591,-4.17,demo play
1004,404,Joe Burrow,0.474,-5.23,demo play
1005,405,Josh Allen,0.761,-1.93,demo play
1006,406,Josh Allen,0.461,-4.83,demo play
1007,407,Joe Burrow,-0.496,-2.3,demo play
1008,408,Lamar Jackson,-0.154,-2.81,demo play
1009,409,Aaron Rodgers,-0.576,5.89,demo play
1010,410,Aaron Rodgers,1.796,-5.89,demo play
1011,411,Trevor Lawrence,1.098,-2.75,demo play
1012,412,Tua Tagovailoa,1.305,-0.13,demo play
1013,413,Kirk Cousins,1.093,2.36,demo play
1014,414,Lamar Jackson,0.13,6.27,demo play
1015,415,Tua Tagovailoa,2.19,5.23,demo play
1016,416,Lamar Jackson,3.688,-1.47,demo play
1017,417,Tua Tagovailoa,1.305,-5.68,demo play
1018,418,Tua Tagovailoa,4.037,-4.05,demo play
1019,419,Trevor Lawrence,2.943,0.72,demo play
1020,420,Trevor Lawrence,2.983,-2.2,demo play
1021,421,Joe Burrow,2.061,-4.72,demo play
1022,422,Aaron Rodgers,2.287,3.48,demo play
1023,423,Patrick Mahomes,1.237,3.35,demo play
1024,424,Aaron Rodgers,-0.46,2.2,demo play
1025,425,Jalen Hurts,-0.401,4.1,demo play
1026,426,Tua Tagovailoa,-0.047,-5.89,demo play
1027,427,Joe Burrow,1.915,5.79,demo play
1028,428,Kenny Pickett,1.132,2.65,demo play
1029,429,Aaron Rodgers,-0.791,0.49,demo play
1030,430,Trevor Lawrence,2.309,5.85,demo play
1031,431,Jalen Hurts,-0.886,1.74,demo play
1032,432,Kenny Pickett,-1.224,-3.38,demo play
1033,433,Trevor Lawrence,3.155,1.41,demo play
1034,434,Tua Tagovailoa,2.764,1.14,demo play
1035,435,Justin Herbert,1.722,-8.45,demo play
1036,436,Trevor Lawrence,1.93,0.55,demo play
1037,437,Aaron Rodgers,1.028,4.37,demo play
1038,438,Justin Herbert,-0.772,-0.02,demo play
1039,439,Jalen Hurts,2.147,4.35,demo play
1040,440,Patrick Mahomes,-1.226,2.16,demo play
1041,441,Josh Allen,1.518,-4.99,demo play
1042,442,Tua Tagovailoa,0.585,4.04,demo play
1043,443,Trevor Lawrence,2.185,0.68,demo play
1044,444,Jalen Hurts,1.374,10.71,demo play
1045,445,Kirk Cousins,2.329,-9.77,demo play
1046,446,Josh Allen,-0.023,0.92,demo play
1047,447,Aaron Rodgers,-0.74,-3.23,demo play
1048,448,Aaron Rodgers,1.864,-6.01,demo play
1049,449,Justin Herbert,1.137,2.63,demo play
1050,450,Lamar Jackson,0.512,-4.57,demo play
1051,451,Justin Herbert,2.424,-2.58,demo play
1052,452,Kenny Pickett,0.35,-3.37,demo play
1053,453,Joe Burrow,0.972,3.08,demo play
1054,454,Joe Burrow,1.112,-7.28,demo play
1055,455,Joe Burrow,2.609,-2.12,demo play
1056,456,Kirk Cousins,1.057,-8.44,demo play
1057,457,Kirk Cousins,-0.04,-9.39,demo play
1058,458,Kenny Pickett,-1.108,-5.26,demo play
1059,459,Kenny Pickett,-0.521,4.92,demo play
1060,460,Kirk Cousins,0.047,1.51,demo play
1061,461,Trevor Lawrence,1.062,-2.53,demo play
1062,462,Josh Allen,0.012,5.09,demo play
1063,463,Patrick Mahomes,-0.67,3.02,demo play
1064,464,Kenny Pickett,1.552,-7.41,demo play
1065,465,Tua Tagovailoa,1.018,-2.75,demo play
1066,466,Tua Tagovailoa,-0.003,-2.96,demo play
1067,467,Patrick Mahomes,-2.078,2.83,demo play
1068,468,Kenny Pickett,0.619,6.31,demo play
1069,469,Lamar Jackson,1.75,1.45,demo play
1070,470,Josh Allen,1.355,-8.84,demo play
1071,471,Josh Allen,-0.238,-0.09,demo play
1072,472,Justin Herbert,0.531,-14.8,demo play
1073,473,Lamar Jackson,0.802,-0.42,demo play
1074,474,Jalen Hurts,1.034,-2.44,demo play
1075,475,Jalen Hurts,-0.17,-1.48,demo play
1076,476,Kenny Pickett,-0.267,-1.48,demo play
1077,477,Josh Allen,-0.609,-1.76,demo play
1078,478,Trevor Lawrence,1.712,-7.21,demo play
1079,479,Tua Tagovailoa,2.756,-3.22,demo play
1080,480,Tua Tagovailoa,0.618,-9.55,demo play
1081,481,Trevor Lawrence,3.82,-1.56,demo play
1082,482,Aaron Rodgers,1.799,5.69,demo play
1083,483,Josh Allen,0.073,4.52,demo play
1084,484,Jalen Hurts,0.691,-6.87,demo play
1085,485,Kenny Pickett,0.453,-1.16,demo play
1086,486,Kenny Pickett,-1.008,2.19,demo play
1087,487,Jalen Hurts,-1.066,11.46,demo play
1088,488,Jalen Hurts,1.311,-1.86,demo play
1089,489,Justin Herbert,2.196,-0.0,demo play
1090,490,Trevor Lawrence,2.31,-1.91,demo play
1091,491,Lamar Jackson,2.769,-8.92,demo play
1092,492,Patrick Mahomes,-1.29,-8.7,demo play
1093,493,Tua Tagovailoa,2.793,3.57,demo play
1094,494,Joe Burrow,1.776,6.97,demo play
1095,495,Tua Tagovailoa,2.262,-2.8,demo play
1096,496,Kirk Cousins,2.099,1.29,demo play
1097,497,Justin Herbert,3.118,-1.3,demo play
1098,498,Kirk Cousins,1.089,3.68,demo play
1099,499,Kirk Cousins,1.649,-1.86,demo play
1100,500,Kenny Pickett,3.273,-4.71,demo play
1101,501,Kirk Cousins,1.254,-8.61,demo play
1102,502,Lamar Jackson,-1.578,-2.23,demo play
1103,503,Justin Herbert,1.707,-2.59,demo play
1104,504,Trevor Lawrence,3.3,1.84,demo play
1105,505,Jalen Hurts,-0.526,-0.78,demo play
1106,506,Lamar Jackson,2.084,-3.3,demo play
1107,507,Joe Burrow,0.628,10.74,demo play
1108,508,Joe Burrow,1.257,-1.91,demo play
1109,509,Justin Herbert,2.515,-9.49,demo play
1110,510,Patrick Mahomes,-1.038,2.56,demo play
1111,511,Jalen Hurts,0.346,16.07,demo play
1112,512,Jalen Hurts,0.167,4.32,demo play
1113,513,Josh Allen,1.424,-6.14,demo play
1114,514,Joe Burrow,1.64,3.13,demo play
1115,515,Kirk Cousins,0.782,-2.58,demo play
1116,516,Kirk Cousins,0.883,0.16,demo play
1117,517,Josh Allen,1.33,0.42,demo play
